el_cue,el_target,el_fake_target,el_fake_cue,en_cue,en_target
θόρυβος,ήχος,kρος,θόρυγκς,noise,sound
θραύσμα,κομμάτι,κοακάτι,θραύτοα,fragment,piece
θύμα,επιτεθείς,επιτοδείς,λιμα,victim,attacker
θυμός,οργή,ορπε,φλμός,anger,rage
ιατρικός,ψυχολογικός,χέχολογικός,chτρικός,medical,psychological
ιδανικός,τέλειος,λίλειος,κβανικός,ideal,perfect
ιδέα,θεωρία,θεωριέ,ιδρτ,idea,theory
ιδιοκτησία,ιδιοκτήτης,ιδδικτήτης,ιδιοηθησία,property,owner
ιδιοφυία,επιστήμονας,επισπόμονας,ιδιοπρία,genius,scientist
ιδιωτικός,μυστικότητα,έλστικότητα,ιδειτικός,private,privacy
ικανοποιημένοι,ευτυχισμένος,ευτυπώσμένος,ικανοποικεένοι,satisfied,happy
ιός,μόλυνση,μόλυβόη,ώμς,virus,infection
ιούνιος,ιούλιος,ηχύλιος,ιομάιος,june,july
ιππικό,πυροβολικό,πυρουςλικό,ιπνοκό,cavalry,artillery
ισορροπία,αρμονία,αρμουδα,ισορσαπία,balance,harmony
εφαρμόζω,χρήση,χρύτη,ισοσουν,apply,use
ισχυρός,αδύναμος,αδύνάκος,ισχυλης,strong,weak
καγκελάριος,πρόεδρος,πρόεσιος,νιγκελάριος,chancellor,president
καθαρη,πλύση,σδύση,καθανώ,clean,wash
καθημερινά,εβδομαδιαίος,δίδομαδιαίος,καθημεριαμ,daily,weekly
καθολικός,χριστιανός,χρισμέανός,κατάλικός,catholic,christian
καίσαρας,ρώμη,αίμη,καίσυλας,caesar,rome
κακό,σκληρότητα,σκληπττητα,μικό,evil,cruelty
καλλιτέχνης,ζωγράφος,ζωγρντος,καλλιτδυνης,artist,painter
καλόγερος,παπάς,πανις,καλόδορος,monk,priest
καλοκαίρι,χειμώνας,χερεώνας,καλοκαετι,summer,winter
καλός,κακό,μικό,καρίς,good,bad
κάλυμμα,κρύβω,κρίλω,κάλυπάα,cover,hide
καλώδιο,σύρμα,σύλία,κανάδιο,cable,wire
καμπάνια,εκλογή,εκλοαv,καμπτεια,campaign,election
καμπίνα,κατάστρωμα,κατάτέρωμα,καμποτα,cabin,deck
κανάλι,νέα,ύπα,καζήλι,channel,news
καναπές,κρεβάτι,κριθάτι,καναδες,sofa,bed
κανέλα,βανίλια,βανίασα,καυχλα,cinnamon,vanilla
κανόνας,πρωτόκολλο,πρωτόκολήσ,κασονας,rule,protocol
κανονίζω,οργανώνω,οργαρενω,κανονίσσ,arrange,organize
κανονικά,συνήθως,συνήετς,καγωνικά,normally,usually
κανω αναφορα,πληροφορώ,πληρεμορώ,κακή αναφορα,report,inform
καπηλειό,εστιατόριο,εσορατόριο,καυόλειό,pub,restaurant
καπνός,πούρο,ποόγο,καπνοπ,smoke,cigar
καπνός,τσιγάρο,τσιγελο,καπνοπ,tobacco,cigarette
κάρβουνο,λάδι,λάκω,κάρβμώνο,coal,oil
καριέρα,φήμη,hyμη,καρινγα,career,reputation
καρναβάλι,φεστιβάλ,φεστατάλ,καρναβσοι,carnival,festival
καρφί,δόντι,έτντι,καότί,nail,tooth
καρχαρίας,ψάρι,όμρι,καρχαρδις,shark,fish
κατά λάθος,εκ προθέσεως,εκαεροθέσεως,κατά λώτος,accidentally,intentionally
καταγγελία,κατηγορία,κατηγουώα,καταγγελασ,complaint,accusation
καταπιεί,μασάω,μαίδω,καταεμεί,swallow,chew
κατάρα,μάγισσα,μάνοσσα,καειρα,curse,witch
κατασκευή,χτίζω,σίίζω,κατασκυφή,construction,build
κατασκήνωση,χωριό,πηριό,κατασκπτωση,camp,village
κατασκοπεία,σαμποτάζ,σαμπχλάζ,κατασκοπούα,espionage,sabotage
κατάσκοπος,προδότης,προδίνης,κατάταοπος,spy,traitor
κατάσταση,κρίση,κρούη,καμισταση,situation,crisis
κατάσταση,θέση,υρση,καμισταση,status,position
μαγαζί,κατάστημα,κατάστευα,κατάστευα,shop,store
καταφύγιο,άσυλο,καταφύυρο,κατασίγιο,refuge,shelter
κάτω,πάνω,πάξε,κάτλό,down,up
καφέ,μπλε,μπμι,καιξ,brown,blue
κάψουλα,εξετάζω,καθεντρας,κάvευλα,capsule,probe
κείμενο,ποίημα,πομιμα,κετρενο,text,poem
κέρατο,σφυρίζω,μαυγίζω,κέπττο,horn,whistle
κέρδος,νίκη,πήκη,κένιος,gain,win
κέρδος,εισόδημα,ειυίδημα,κένιος,profit,income
κέτσαπ,μαγιονέζα,μαρχονέζα,κέτσίτ,ketchup,mayonnaise
κεφάλαιο,πόλη,πόνε,κεγέλαιο,capital,city
κιλό,γραμμάριο,γραμφίριο,κιβω,kilo,gram
ρίσκο ,κίνδυνος,κίζευνος,νόνδυνος,risk,danger
κινηματογράφος,θέατρο,πιατρο,κινηματογρντος,cinema,theater
κίνηση,μεταφορα,μεταεγρα,άλνηση,move,transfer
κίνητρο,άλλοθι,άλμύθι,κίβιτρο,motive,alibi
κλέβω,ληστεύω,ταστεύω,κλαθω,steal,rob
κλειδί,κλειδαριά,κλειικριά,κλειoo,key,lock
κλειδωμένος,κλειστό,κλνωστό,κλειεςμένος,locked,closed
κλέφτης,εγκληματίας,εγκληματασς,κλικτης,thief,criminal
κληρονομία,κληρονομώ,κληροναχώ,κληρονομηθ,heritage,inherit
κλήση,τηλέφωνο,τηλέντνο,κλεφη,call,telephone
κλοπή,ληστεία,ταστετία,σιοπή,theft,robbery
κοινοβούλιο,γερουσία,γειαυσία,κοινλλούλιο,parliament,senate
κοινωνία,κοινότητα,κοσκότητα,κοιννεία,society,community
κοίτα,παρακολουθώ,παρακολοονώ,κοπαα,look,watch
κοκαΐνη,ηρωίνη,ηρζώνη,κοκασηη,cocaine,heroin
κολακεύω,εντυπωσιάζω,εντυπωιράζω,κολακενς,flatter,impress
κολλέγιο,πανεπιστήμιο,πανεπιστέκιο,κολλεζιο,college,university
κόλπος,πέος,ηβος,κόμεος,vagina,penis
κομητεία,περιοχή,περισοή,κοτότεία,county,district
κοντά,μακριά,μακροψ,κοκιά,near,far
κόρη,υιός,σήός,τάρη,daughter,son
κορίτσι,αγόρι,αγινι,αιρίτσι,girl,boy
κόσμιος,τίμιος,τίάκος,κόσμήμς,decent,honest
κοτόπουλο,γαλοπούλα,τοτεκία,κοράπουλο,chicken,turkey
κουβέρτα,πετσέτα,πείρέτα,κουβέρον,blanket,towel
κούκλα,παιχνίδι,παιχνίσο,κοραλα,doll,toy
κουμπί,τύπος,ξεπος,κουμάζ,button,press
κουρασμένος,πεινασμένος,πεινόμμένος,κούςασμένος,tired,hungry
κουτάλι,πιρούνι,πισωύνι,κουτίζι,spoon,fork
κουτί,τσάντα,ικάντα,κοϊνί,box,bag
κουτσομπολιό,σκάνδαλο,σκλαδαλο,κουτσοπρολιό,gossip,scandal
κραγιόν,άρωμα,άριςα,κραγερν,lipstick,perfume
κράνος,καπέλο,καόχλο,κρομος,helmet,hat
κρασί,σαμπάνια,σαμπρδια,κρφαί,wine,champagne
κρατήστε,διατήρηση,διατοδηση,κρατήσαμ,hold,keep
κρέμα,σάλτσα,σάπέσα,κρσχα,cream,sauce
κρέμασμα,εκτέλεση,εκτέφαση,κρελασμα,hanging,execution
κρίσιμος,πολιτικός,πουλτικός,κρίσιμότ,critical,political
κτηνώδης,σκληρός,σκθαρός,κτηνοτης,brutal,cruel
κτύπημα,απεργία,αποβγία,κτάτημα,hit,strike
κυβερνήτης,γερουσιαστής,ορρουσιαστής,κυβεκτήτης,governor,senator
κύκλος,τρίγωνο,τράςωνο,θέκλος,circle,triangle
κυνήγι,αλιεία,αλμπία,κυφαγι,hunting,fishing
κυριολεκτικά,πρακτικά,προωτικά,κυριολάμτικά,literally,practically
κύτταρο,φυλακή,λιλακή,ρωτταρο,cell,prison
κώδικας,κωδικός πρόσβασης,κωφικόμόσβαης,όχδικας,code,password
λαζάνια,μακαρόνια,μακαλίνια,λαμινια,lasagna,spaghetti
σφάλμα,λάθος,οωθος,λάδως,error,mistake
λάρυγγας,λαιμός,λαδρός,λαιμμα,throat,neck
λάμπα,κερί,κελλ,λάόρα,lamp,candle
λάμψη,λαμπρός,λαμπχεσ,λάξοη,shine,bright
λανθασμένος,σωστός,σωστάζ,λανθημμένος,wrong,correct
λάσπη,άμμος,εύμος,λάακη,mud,sand
λεγεώνας,στρατός,στραυνς,λεγεωτας,legion,army
λεία,αρπακτικός,αρπανσικός,ιλία,prey,predator
εγχειρίζω ,χειρουργική επέμβαση,χειπρουτρηκή,λεάρουργεί,operate,surgery
λεμονάδα,σόδα,άμδα,λεμονάρκ,lemonade,soda
λένε,διηγούμαι ,λέηλ,λέπι,say,tell
λέξη,πρόταση,προθαση,οιξη,word,sentence
λεξικό,φράση,φρόνη,λερωκό,dictionary,phrase
λεπτός,ευαίσθητος,ευρεσθητος,λεφλός,delicate,sensitive
λεπτός,πυκνός,πυκνάι,λεφλός,thin,thick
λεσβία,γκέι,γκάλ,λετιία,lesbian,gay
λέσχη,μπαρ,μπνυ,λέΐνη,club,bar
λευκό,μαύρος,μαλφος,λεγμό,white,black
λεωφόρος,δρόμος,δρόμησ,λεωφρεος,avenue,street
λίρα,δολάριο,δοζόριο,λίώvα,pound,dollar
λίγο,μικρό,μιιμό,τέγο,little,small
λογισμικό,υπολογιστής,υπολλειστή,λογιαλικό,software,computer
λόγος,αιτία,αιναα,κίγος,reason,cause
λόφος,βουνό,βοοδό,άλφος,hill,mountain
λοχίας,υπολοχαγός,very close to real word,λοπιας,sergeant,lieutenant
λυπημένος,τραγικός,τρημικός,χέπημένος,sad,tragic
μαγεία,μάγος,μάρας,μαδρία,magic,wizard
μάγειρας,σεφ,αρφ,μάχοιρας,cook,chef
μαγνητικός,ηλεκτρικός,ηλεκπαικός,μααπητικός,magnetic,electric
μαθαίνω,διδάσκω,διδάπλω,μαθαναω,learn,teach
φοιτητής,δάσκαλος,reσκαλος,μαθητης σχολυτου,student,teacher
μαλακός,ευγενής,ευγεινς,μαλανος,soft,gentle
μαλλιά,γενειάδα,γευριάδα,μαλλαλ,hair,beard
μαραθώνας,αγώνας,αγώνομ,μαραίωνας,marathon,race
μάρκα,προϊόν,πρησόν,μάαψα,brand,product
μάρτυρας,μαρτυρία,μαρτονία,μάρτυριτ,witness,testimony
μάτι,αυτί,αυin,ρετι,eye,ear
μαφία,καρτέλ,μάρτέλ,μασωα,mafia,cartel
μάχη,πάλη,πάππ,τήχη,combat,fight
μεγαλείο,υψηλότητα,paηλότητα,μεγαλεκη,majesty,highness
μεγάλο,τεράστιος,τεράσταίς,μεπιλο,big,huge
μέγεθος,μήκος,είκος,μέγεχης,size,length
μέθοδος,τεχνική,τεσμική,έρθοδος,method,technique
μέλι,βούτυρο,βούταιο,θολι,honey,butter
μέλισσα,μυρμήγκι,μυρμφώκι,μέλιούα,bee,ant
μελλοντικός,παρελθόν,το παρδηθόν,μειωοντικός,future,past
μέλος,ηγέτης,έαντης,ψιλχα,member,leader
μεσάνυχτα,μεσημέρι,μεορμέρι,μετονυχτα,midnight,noon
πράκτορας,ντεντεκτίβ,ντεντεκτpa,υόσο,agent,detective
μετάξι,βαμβάκι,βαισάκι,μετάυρ,silk,cotton
μετρητά,χρήματα,υχήματα,μεύμητά,cash,money
μετρώ,υπολογίζω,υπολαλίζω,μώδε,count,calculate
μήλο,φρούτο,καοφός,μήπω,apple,fruit
μήνας,εβδομάδα,εβδοποδα,μήvυς,month,week
μητέρα,πατέρας,παγορας,ποτέρα,mother,father
μηχανικός,αρχιτέκτονας,αρλητέκτονας,μηχαμηκός,engineer,architect
μινγκ,εδώδιμος ιχθύς του βορρά,εθιχύς,μίσυα,ming,ling
μικρός,μακρύς,μακριο,μιοιός,short,long
κουβέντα,μιλώ,βυλώ,μιλαφίε,talk,speak
μίλι,εκατοστόμετρο,εκατάντόμετρο,πηλι,mile,centimeter
μισθοφόρος,δολοφόνος,δολοφότες,μιλάοφόρος,mercenary,assassin
μισώ,αγάπη,αγβρη,μιlu,hate,love
μνημείο,άγαλμα,άγδομα,μνσπείο,monument,statue
μοντέρνος,κομψός,κογνός,μόους,fashionable,elegant
μοίρα,πεπρωμενο,πεπρανενο,μοσία,fate,destiny
μόλις,πρόσφατα,πρόσvτα,ρέλις,just,recently
μόλυνση,ακτινοβολία,ακτινοβουλα,μόκενση,contamination,radiation
μονάδα,διαίρεση,ευαίρεση,τανάδα,unit,division
ανύπαντρος ,παντρεμένος,παντρετενος,μονότσινο,single,married
μόνος,μοναχικός,μοριχικός,μόπλς,alone,lonely
μοντέλο,πρωτότυπο,πρότύο,μοντκιο,model,prototype
μοντέρνο,παραδοσιακός,παραδοτεακός,μοντέρετ,modern,traditional
αίτηση,υπογράφω,σημάμε,μοηλή,form,sign
μπανάνα,φράουλα,φρίτυλα,μπαναξα,banana,strawberry
μπάσκετ,ποδόσφαιρο,ποδόμεαιρο,μπργκετ,basketball,football
κορυφή,πάτος ,κάτωυδέρος,μπλοσώα,top,bottom
μπορεί,πιθανώς,πιθακάς,μπεκεί,maybe,probably
μπότα,παπούτσι,παπορεσι,μποχ,boot,shoe
μπράβο,άλφα,άλέι,μπράχω,bravo,alpha
μύθος,θρύλος,θρσμος,μύλάς,myth,legend
μυστικό,μυστήριο,έλστήριο,έλστικό,secret,mystery
μωρό,παιδί,παϊνί,μωλί,baby,child
φέρνω,στέλνω,στείδωτε,ναιμερεις,bring,send
ναός,μοναστήρι,μοκοστήρι,ναψη,temple,monastery
ναυτικός,στόλος,στχτος,ναικικός,naval,fleet
νεολαία,παιδική ηλικία,πιδικέσηλι,νεολιαα,youth,childhood
νεύρο,μυς,ζις,νεπιο,nerve,muscle
νεφρό,συκώτι,συρετι,νευιό,kidney,liver
νηφάλιος,μεθυσμένος,μεθυμάένος,νησήλιος,sober,drunk
νίκη,ήττα,ίητα,νίίο,victory,defeat
νοέμβριος,δεκέμβριος,δεκέευριος,νογαβριος,november,december
νόμος,σύνταγμα,υίνταγμα,κίμος,law,constitution
νόμπελ,βραβείο,βροξείο,τάμπελ,nobel,prize
νοσοκομείο,κλινική,κλελική,νοσοκοιλίο,hospital,clinic
νότιος,δυτικός,όντικός,άλτιος,southern,western
νότος,βόρειος,oρειος,νόρμς,south,north
νταντά,υπηρέτρια,υπηρξερια,ντανοί,nanny,maid
ντους,τουαλέτα,τουαρττα,ίζους,shower,bathroom
νύχτα,απόγευμα,απόγκαμα,cuχτα,night,evening
νωτιαίος,κοιλιακός,κομειακός,βδτιαίος,spinal,abdominal
ξαφνικά,απρόσμενα,απιεσμενα,ξαίτικά,suddenly,unexpectedly
ξενοδοχειο,μοτέλ,μούπλ,ξενοέρχειο,hotel,motel
ξεχνάμε,θυμάμαι,θυίμαι,ξεχνέςε,forget,remember
ξηρός,βρεγμένος,απεγμένος,ξηλης,dry,wet
όγκος,καρκίνος,καιείνος,εακος,tumor,cancer
οδηγώ,βόλτα,βόθρα,οδαπώ,drive,ride
παραβάν,οθόνη,αέόνη,zeόνη,screen,monitor
οικονομικά,χρηματοδότηση,χρηματαλότηση,λέκονομικά,financially,financing
όμηρος,φυλακισμένος,λιλακισμένος,αβηρος,hostage,prisoner
ομιλία,κήρυγμα,κήρυτήα,ομοφία,speech,sermon
ομολογώ,παραδέχομαι,ομολφθώ,ομοληχώ,admit,confess
όμορφη,υπέροχο,ωρηθος,όμορτζ,nice,lovely
ομοσπονδιακός,κράτος,καμισταση,ένοσπονδιακός,federal,state
όνομα,τίτλος,έγτλος,ρχομα,name,title
οπλοστάσιο,πανοπλία,πίλοστάσιο,οππέστάσιο,arsenal,armory
οργασμός,στύση,ανέγέωση,ορπεσμός,orgasm,erection
ορκίζομαι,όρκος,όρμης,ορκίεςμαι,swear,oath
ορμόνη,αδρεναλίνη,αδρεναγανη,ορμόλο,hormone,adrenaline
κόλπος,λιμάνι,λιέτνι,μόμος,bay,harbor
ορφανοτροφείο,γυναικεία μονή,κείαμοόν,ορφαεξτροφείο,orphanage,convent
ορχήστρα,μπάντα,όγνη,οροαστρα,orchestra,band
οστό,κρανίο,κρανηκ,οσημ,bone,skull
ουίσκι,βότκα,γάτκα,ουίσσε,whiskey,vodka
ουρανός,ουράνιος,ουράωπος,ουραφές,sky,heavenly
όχημα,αυτοκίνητο,αυτοχονητο,ήγημα,vehicle,car
παγίδα,δόλωμα,δόρόμα,παγίστ,trap,bait
παίζω,παιχνίδι,παιχνίσο,πανάω,play,game
παλαιός,νέος,εδος,παλατες,old,young
παλάτι,κάστρο,μιστρο,παλάνγ,palace,castle
πανί,μαντήλι,μαντσoι,παιβ,cloth,handkerchief
πανούκλα,επιδημία,επόπημία,πανοδηλα,plague,epidemic
πάντα,συνεχώς,συνεοις,πάκια,always,constantly
παππούς,γιαγιά,γιόνιά,παεβούς,grandfather,grandmother
παράγοντας,στοιχείο,στοιχειμ,παχηγοντας,factor,element
παραγωγός,διευθυντής,διευθυντνι,παραγωνής,producer,director
παράδεισος,κόλαση,κόλαιπ,παράδεώρος,paradise,hell
παράθυρο,πόρτα,πόφια,παράθυνσ,window,door
παραίτηση,απόλυση,απνουση,παραώνηση,resignation,dismissal
παραλία,ακτή,ακοι,παραυλα,beach,coast
παράλογος,ανεύθυνος,ανεύμανος,παράσωγος,unreasonable,irresponsible
παρανοϊκός,τρελός,τρελια,παρανοαλός,paranoid,crazy
παράνομος,νομικός,νοκακός,παράαρμος,illegal,legal
παρασκευή,σχεδίαση,σχεδειση,παραβάευή,preparation,planning
παρατήρηση,εκτίμηση,εκτίμητρ,παραδιρηση,observation,evaluation
παρατσούκλι,επώνυμο,αβώνυμο,παρατσούλωι,nickname,surname
παραφροσύνη,βλακεία,βλακραα,παρανςοσύνη,madness,stupidity
παρόμοιος,διαφορετικός,διαφοργάικός,παρόγριος,similar,different
παρουσία,απουσία,απισσία,παροτεία,presence,absence
πατάτα,ντομάτα,νομρα,παίζτα,potato,tomato
τσιπάκι,συσκευή,δισκευή,παταμέκι,chip,device
πατερούλης,μαμά,μακι,παγίρούλης,daddy,mum
πάτωμα,χαλί,χαπρα,ύφτωμα,floor,carpet
πείνα,δίψα,δίst,ραίνα,hunger,thirst
πείραμα,δοκιμή,δοκιτά,πετσαμα,experiment,test
πειρατής,ναύτης,ναζωης,πειρομής,pirate,sailor
πεισματάρης,εγωιστικός,εγιστικύ,πεισμαιέρης,stubborn,selfish
περιβάλλον,ατμόσφαιρα,ατμόρναιρα,περιαςλλον,environment,atmosphere
περιγράφω,εκφράζω,εξεγές,περιγρταω,describe,express
περιέχω,περιεχόμενο,περιθεόμενο,περιχνω,contain,content
περίμενε,αναμένω,αναμύψω,περίνινε,wait,expect
περιοδεία,συναυλία,συναρωία,περιζόεία,tour,concert
περιοχή,ζώνη,όγνη,περιξεή,area,zone
περιστατικό,ατύχημα,ατάπημα,περιρματικό,incident,accident
περιφερειακό,τοπικός,τολοκός,περιφερεύοκό,regional,local
πεταλούδα,πουλί,ποναί,πετατάύδα,butterfly,bird
πηγή,πληροφορητής,πληροφορύμής,πηκτ,source,informant
πιάνο,κιθάρα,κιεύρα,φράνο,piano,guitar
πιθανότητα,πιθανός,πιθαλές,πιθαέστητα,probability,likely
πίθηκος,γορίλλας,γορίποας,πίθηγης,monkey,gorilla
πικνίκ,κατασκήνωση,κατασκγλωση,πιρδίκ,picnic,camping
πινγκ,κωδώνισμα,κωιγνισμα,πιθήκ,ping,ding
χαμηλότερος,ανώτερος,αναχερος,πιο χακυλα,lower,upper
πιστόλι,όπλο,όπτη,πισταύι,pistol,weapon
έμπιστος,πιστός,πιακός,πιστήθ,loyal,faithful
πιστότητα,αφοσίωση,επλάμια,πιστεωητα,fidelity,devotion
πίστωση,δάνειο,δάνεαν,πίστήλη,credit,loan
πίσω,επιστροφη,επιστρχνη,οπσω,back,return
πλανήτης,τροχιά,τραψιά,πλανύνης,planet,orbit
πλατφόρμα,σταθμός,σταθηκς,πλατάμρμα,platform,station
πληγή,βλάβη,βλέφη,πλχνή,wound,injury
πλήθος,κοινό,κοερό,πλυκος,crowd,audience
πληθυσμός,ανθρωποι,ανθρριοι,πλναυσμός,population,people
πλήρωμα,πλοίο,πλγρο,πλσπωμα,crew,ship
πλοήγηση,επικοινωνία,επικοιοινία,πλήκγηση,navigation,communication
πνευματώδης,αστείος,ασηρίος,έφευματώδης,witty,funny
πνίγω,ζάλη,ζάκω,πνεφω,drown,swim
ποιητής,συγγραφέας,συγγραβλας,ποιηθώς,poet,writer
ποινή,φυλάκιση,φυλάδαση,κλινή,penalty,imprisonment
πόλεμος,μάχη,τησχη,πόλειας,war,battle
πολιτική,πολιτικός,πουλτικός,πουλτική,policy,politician
κουλτούρα,πολιτισμός,πουλτισμός,πουλτισμός,culture,civilization
πολύτιμος,σπουδαίος,σπουκείος,ποεπτιμος,valuable,important
ποντίκι,αρουραίος,αρθρραίος,ποντύνι,mouse,rat
πορνογραφία,ταινία,τατάία,ποαιογραφία,porn,movie
ποσότητα,ποιότητα,ποδίτητα,πονητητα,quantity,quality
ποτάμι,λίμνη,λίταη,ποτάιρ,river,lake
ποτέ,πάντα,πάθεα,νητέ,never,ever
ποτήρι,μπουκάλι,μπουρλλι,πολώρι,glass,bottle
ποτό,μπύρα,θούρα,ιπτό,drink,beer
πουκάμισο,σακάκι,σαμακι,πουκύτισο,shirt,jacket
πράγματι,πραγματικά,πραγματιιο,αγάγματι,actually,really
πραγματικότητα,φαντασία,φαντασαν,προχματικότητα,reality,fantasy
πρακτική,άσκηση,άσριση,προωτική,practice,exercise
πράσινος,πορτοκαλί,πορτοκροι,πρμεινος,green,orange
πρεσβεία,υπουργείο,ρίουργείο,πρεσινία,embassy,ministry
πρεσβευτής,υπουργός,υπουακός,πρεσβερίής,ambassador,minister
πριγκίπισσα,πρίγκιπας,πρίγκιτρς,πριγκίντσσα,princess,prince
προβολή,εκτέλεση,εκτέφαση,πρσιολή,show,performance
προειδοποίηση,μήνυμα,μήγόμα,προευποποίηση,warning,message
προνόμιο,τιμή,τιακ,προνολιο,privilege,honor
πρόοδος,ανάπτυξη,ανάπορξη,πρόουμς,progress,development
προπονητής,παίχτης,παλέτης,προπονολής,coach,player
προσβολή,προσβάλλω,προσβάρθω,προσάρλή,insult,offend
προσγείωση,πτήση,πτίλη,προστηίωση,landing,flight
προσοχή,προσελκύω,προσλάκύω,προσηλή,attention,attract
προσπαθήστε,απόπειρα,απόπτορα,προσπαβέστε,try,attempt
προστατεύω,υπερασπίζω,υπερασιάζω,προστατεμά,protect,defend
προσφορά,δίνω,εώνω,προσφοντ,offer,give
πρόσφυγας,φυγάς,φυΐας,πρόσφυμπς,refugee,fugitive
προσωπικός,οικείος,οικελες,προσωπικεί,personal,intimate
πρόσωπο,άτομο,ερομο,πρόσυνο,person,individual
προτείνω,υπαινίσομαι,προτμονω,προτώννω,propose,suggest
προϋπολογισμός,χρηματοδότηση,χρηματαλότηση,προϋαπλογισμός,budget,funding
προφίλ,περιγραφή,περισσαφή,προφές,profile,description
κολατσιό,μεσημεριανό,μεντμεριανό,πτόχειόρο,snack,lunch
προχωρώ,συνεχίζω,ναδήυνεχίσει,προχυθώ,proceed,continue
πρύτανης,καθηγητής,καθηεντής,πράιανης,dean,professor
πρώτα,τελευταίος,τελευτρδος,πρίπα,first,last
πρωταθλητής,μαχητής,μαχηθώς,πρωτοςλητής,champion,fighter
πρωτεΐνη,βιταμίνη,βιταγανη,πρωτέανη,protein,vitamin
πρωτότυπο,αντίγραφο,αντίγρωνο,προχότυπο,original,copy
σταγόνα,γουλιά,γοασιά,πτηλη,drop,sip
πτώση,κατάρρευση,κατάηκευση,πτηλη,fall,collapse
πύλη,αυλόπορτα,ζελη,ληλη,portal,gate
πυξίδα,χάρτης,πόρτης,πυξίωσ,compass,map
πυραμίδα,δομή,δοακ,ιεραμίδα,pyramid,structure
πύργος,κτίριο,θείριο,ζυργος,tower,building
πυρίτιδα,δυναμίτιδα,δυναυρτιδα,πυρίγεδα,gunpowder,dynamite
πυροκροτητής,χρονόμετρο,μετρώνωλην ώραν,πυρογόοτητής,detonator,timer
πωλητής,αγοραστής,αγικαστής,kαλητής,seller,buyer
ραβδί,σφυρί,σφναί,ραδωί,stick,hammer
ραδιόφωνο,τηλεόραση,τηιδόραση,ρατήόφωνο,radio,television
ραντάρ,δορυφόρος,δορυσμρος,ρατιάρ,radar,satellite
ρατσιστής,κομμουνιστικός,κοκάουνιστικός,ραρτιστής,racist,communist
ρεκόρ,εγγραφή,εγγρεσή,υακόρ,record,recording
ρεσεψιόν,πάρτυ,κόαγα,ρεύτψιόν,reception,party
ρεύμα,ηλεκτρική ενέργεια,ηγλεκρικάρε,ρεωτα,current,electricity
ρομπότ,μηχανή,μηχασα,ρομπευ,robot,machine
ροντέο,καουμπόι,καουμπlo,ροντωθ,rodeo,cowboy
ρουκέτα,βλήμα,βλότα,ροπίέτα,rocket,missile
ρούμι,κονιάκ,κουαάκ,ρομει,rum,cognac
ρουφώ,γλείψιμο,γλυτψιμο,ρορσώ,suck,lick
ρυθμός,στυλ,στιζ,ρυθμικ,rhythm,style
ρωγμή,τρύπα,τρεμα,ρωσσή,crack,hole
ρωμαϊκός,ελληνικά,ελατνικά,ρωμαφιός,roman,greek
ρωμαίος,ιουλιέτα,ιορθιέτα,ρωμαδές,romeo,juliet
σάββατο,κυριακή,αιριακή,σάνγατο,Saturday,Sunday
σαλιγκάρι,χελώνα,χεουνα,σαπογκάρι,snail,turtle
σάντουιτς,χάμπουργκερ,χάμπουνικερ,σάντφλιτς,sandwich,hamburger
σαφώς,προφανώς,προφανθη,σαιγς,clearly,obviously
σεβασμός,αυτοπεποίθηση,ατοπεποίθαοη,σελεσμός,respect,confidence
σειρά,επεισόδιο,επειμύδιο,σευκά,series,episode
σεισμός,έκρηξη,κόρηξη,άνισμός,earthquake,explosion
σεληνιακός,ηλιακός,γνιακός,σεκινιακός,lunar,solar
σεμινάριο,διάλεξη,διάλννη,σερενάριο,seminar,lecture
σεξουαλικός,φυσικός,φυσιδες,σεξοσίλικός,sexual,physical
σεπτέμβριος,οκτώβριος,οκτώνωιος,σεπτέμήσιος,september,october
σερβιτόρος,σερβιτόρα,σερβαφόρα,σερβιτρεος,waiter,waitress
σερίφης,δήμαρχος,εύμαρχος,σερίπλς,sheriff,mayor
σέρλοκ,γουάτσον,wacken,σέλολου,sherlock,watson
σήμα,στολή,στασπή,fiμα,badge,uniform
σημαία,σύμβολο,σύμβαιο,σηδεία,flag,symbol
σημείο,υποδεικνύω,υπστεικνύω,σημετώ,point,indicate
σήμερα,χθες,έδθές,δαμερα,today,yesterday
σίδερο,μέταλλο,μέτακτο,σίληρο,iron,metal
σιτηρά,αλεύρι,αλόκρι,σιζόρά,grain,flour
σιωπηλός,σιωπή,σιμφή,σιωπηλθε,silent,silence
σκάβω,θάβω,θάει,σκέψω,dig,bury
σκεφτείτε,νομίζω,νομίλι,σκδετείτε,consider,think
σκιά,σκοτάδι,σκδυάδι,σκρα,shadow,dark
σκίουρος,ρακούν,ρακοίς,σκειυρος,squirrel,raccoon
δύσκολο,σκληρός,σκθαρός,σκληγες,tough,hard
σκοπευτής,ελεύθερος σκοπευτής,σκεύπευτής,σκοπικτής,shooter,sniper
σκοπός,πρόθεση,πρωιεση,σκοπλέ,purpose,intention
σκόρδο,κρεμμύδι,κρεμλίδι,σκόραμ,garlic,onion
σκοτάδι,φως,ρκς,σκοτακι,darkness,light
σκουλήκι,φίδι,πάδι,σκουλήξη,worm,snake
απορρίμματα,σκουπίδια,σκουθοδια,σκουπίζαα,trash,garbage
σκουριασμένος,σκονισμένος,σκονιστινος,σκουριπομένος,rusty,dusty
σκύλος,γάτα,γάσι,σκσμος,dog,cat
